"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"14507",12.0446213646905,-7.89206342010538,2.76841302625313,4.11909030947088e-08,4.98701478302727e-07
"14731",16.3777259244777,-2.72841010534499,0.539208242542335,4.12760612113949e-08,4.99279427635929e-07
"3218",50.6033093107691,-1.31380653662458,0.2538731764983,4.49872558761887e-08,5.41714772473023e-07
"9224",68.6040194659682,-1.1895510776831,0.228660429898915,4.58181116862635e-08,5.51222043388754e-07
"3084",44.7631901695334,-1.41321387124475,0.274420444130565,4.62729640425881e-08,5.55692066837273e-07
"6049",23.3319480824177,-2.19736216273559,0.436720614037866,4.64077940665041e-08,5.56810061542534e-07
"2585",31.1620536388158,-1.7740526303145,0.34911714525087,4.75837600874519e-08,5.69894548551871e-07
"632",39.0492601774588,-1.64601124311093,0.323411158078656,4.96184975456157e-08,5.93231168092231e-07
"12715",42.3471259874802,-1.59029448895582,0.311906034842997,4.96211949925746e-08,5.93231168092231e-07
"1650",49.0801365320956,-1.29215408177929,0.251302341375628,5.26786593597686e-08,6.28095329024158e-07
"264",38.8605564645915,-1.49175505008363,0.292244215003383,5.31037289571064e-08,6.32598171201529e-07
"14114",60.5692652750729,-1.4125731577167,0.276616595040482,5.59867550219879e-08,6.62799720943534e-07
"8897",109.827886971701,-1.08897534710432,0.210300661192525,5.90330483602066e-08,6.96391627959218e-07
"15985",12.0422900565959,-7.60783884657233,2.71320624762011,6.12460343760971e-08,7.19951181185804e-07
"12349",81.9824208272289,-1.06436059079098,0.205684854784261,6.17280604367159e-08,7.2497868164319e-07
"6017",105.264402374593,-1.02053485061947,0.196916363993637,6.47161739087633e-08,7.5807128383733e-07
"9423",33.855886685594,-1.65505072691138,0.329431893958185,6.9479160063815e-08,8.09599086088576e-07
"11457",19.8117820533635,-2.53297368081219,0.509743774847103,7.61236871348054e-08,8.86249767672403e-07
"14184",38.8133790760072,-2.01135887009797,0.407068765124579,7.85449511718375e-08,9.1364144597616e-07
"2412",23.1772165127503,-1.9132464108664,0.386642203375831,8.45476037662961e-08,9.82608126698539e-07
"9936",73.1784673122067,-1.11134154075449,0.217591978663957,8.52428247546702e-08,9.89825733574247e-07
"12109",29.0279403606293,-1.85028568377294,0.373820800586909,9.18022117391807e-08,1.06321624047235e-06
"6328",13.8770164560107,-5.60226329120914,1.06072008748552,9.21599319628998e-08,1.06643348850738e-06
"6650",70.2012725672501,-1.11231461705088,0.218500677119804,9.39574140239617e-08,1.08629100338622e-06
"4348",35.3223870840824,-2.29799310202719,0.46443117224143,9.41250436220231e-08,1.08728686753682e-06
"10236",64.6548554429672,-1.43200550802074,0.28577643172019,9.42930333011262e-08,1.08828516462251e-06
"5371",33.3568570066336,-1.51983432494259,0.304485534056839,9.53628157727517e-08,1.09968080210895e-06
"9584",14.238983461625,-3.21481263184332,0.654276074143854,1.03080850167806e-07,1.18356686999903e-06
"7518",81.5424554548937,-1.32619653962728,0.264762323054047,1.05247930374539e-07,1.20637275520369e-06
"4765",64.3616923798185,-1.1844495576204,0.235126991959436,1.08038056831283e-07,1.23622963485675e-06
"3242",61.6032607163789,-1.13334701732355,0.224488762742934,1.10033894304061e-07,1.25798819006408e-06
"1813",10.2774998094496,-3.69620502817972,0.761278171016928,1.10153136949132e-07,1.25827324758161e-06
"9304",63.4736577709224,-1.1964849961274,0.237967205642364,1.13450833294396e-07,1.29483406143184e-06
"2400",58.1351986426215,-1.38517820762709,0.278578975798559,1.14890279354992e-07,1.31014197192675e-06
"5377",89.062134199952,-1.04595666914516,0.206489246122019,1.17007525084046e-07,1.33314637034273e-06
"12783",74.2882855751165,-1.06753055455892,0.211104842400232,1.17642032471278e-07,1.33923207954931e-06
"11950",18.1015177984263,-2.25485553636795,0.463829798248922,1.19963325896226e-07,1.36449334536014e-06
"12389",20.036783704287,-2.34374804533237,0.483590241511453,1.2208004663828e-07,1.38620594233866e-06
"14904",61.1461907185684,-1.74153575172736,0.356119586579154,1.2280710689927e-07,1.39327586755958e-06
"1024",67.4900262797837,-1.0638551793513,0.210681068897033,1.23331384216056e-07,1.3980351131781e-06
"8279",64.987205637303,-1.10654682867828,0.219850754523084,1.26148997153331e-07,1.42876054331047e-06
"5071",28.0529867339232,-1.71511738064705,0.349690291660436,1.27153440741931e-07,1.4389153574036e-06
"4391",60.6042295244502,-1.16856725323724,0.233190137132696,1.27846248199182e-07,1.44552935887584e-06
"5958",27.8342831164556,-1.84342512741456,0.377424114422728,1.29726015290817e-07,1.46397448644069e-06
"12648",12.1473470594978,-3.49333581481154,0.724339995859074,1.29806761914206e-07,1.46397448644069e-06
"9527",26.0777777216765,-1.83412531844788,0.376510275852325,1.3222969550324e-07,1.48752832833409e-06
"9678",64.763682930186,-1.15964731458691,0.231427546246332,1.32455878002823e-07,1.48800067216094e-06
"7738",13.3722166034462,-3.01179545527582,0.624088991709434,1.33549884528556e-07,1.49732988183193e-06
"4423",77.2644622405132,-1.24350054719626,0.249894710265587,1.39231308080346e-07,1.55710319564792e-06
"8825",47.1838844531093,-1.3005554283295,0.262184216692752,1.39454697337738e-07,1.55829528633174e-06
"5190",31.8912354246198,-1.83735369324525,0.377358455619608,1.44890556898278e-07,1.61363089326947e-06
"7982",57.511594740409,-1.36559149928833,0.276842253329355,1.48964728667688e-07,1.65623950823691e-06
"15046",13.1971087191279,-7.65322118105949,2.762356960789,1.54803498223042e-07,1.71686473257841e-06
"14447",53.9760712271996,-1.45117019327499,0.296128112153126,1.57490075115104e-07,1.74520978586854e-06
"71",63.7005080804236,-1.04740420200891,0.209342158981157,1.60793782636889e-07,1.78034078667333e-06
"11400",75.4780217815546,-1.20106349876358,0.242462560588388,1.67865048363546e-07,1.85095493823672e-06
"1885",21.1775586689903,-2.39958876820222,0.50060035777025,1.69841596921903e-07,1.87120279614536e-06
