"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"828",3.72754615384615,-0.841559171597633,3.77944668688711,0.002044535758174,0.0182459327509771,-2.06255735741014
"36789",4.03735673076923,-0.910781065088757,3.77836482165907,0.00204890192721395,0.0182622171527835,-2.06470253473058
"12493",3.07675,-1.62861538461538,3.77058601668922,0.00208057531796203,0.0184534736090773,-2.08012711078515
"17916",3.00861538461538,-2.27364792899408,3.76514801812912,0.00210301214015826,0.0185968799369299,-2.09091046507041
"33223",2.22727788461538,-1.23907100591716,3.7645408617617,0.00210553241208726,0.0186054289311075,-2.09211445128835
"35892",3.02431442307692,-1.38650887573964,3.76207754619068,0.00211578896643514,0.0186683628949273,-2.09699922013414
"37083",1.16640288461538,0.0621213017751479,3.76095509005506,0.00212047935202185,0.0186915364668285,-2.09922507464347
"35951",1.82443942307692,-1.35427810650888,3.75671242400621,0.00213830357001427,0.0187887280428082,-2.10763846736827
"18452",1.20004038461538,-0.00410946745562131,3.74507147891614,0.00218799370830125,0.0190853048349946,-2.13072367164392
"5328",2.96964711538461,-0.763390532544379,3.74219571454746,0.00220044842783769,0.0191613939805576,-2.13642675090717
"30485",2.42674038461538,-0.782224852071006,3.74195237715686,0.0022015055964168,0.0191659545853306,-2.13690932833095
"10360",1.62836923076923,-0.652357988165681,3.74033044077929,0.00220856519354369,0.01920046622489,-2.14012589935448
"16575",1.45321826923077,0.317550295857988,3.74013541447094,0.00220941560409494,0.01920046622489,-2.14051267013576
"36786",1.60747692307692,1.49018343195266,3.73249502025301,0.00224299401672964,0.0194282864096141,-2.15566504470322
"25126",3.12030961538462,-1.39823668639053,3.73159737804627,0.00224697282969325,0.0194378810513886,-2.15744526061667
"27818",1.83741730769231,-1.43092603550296,3.73070953622179,0.00225091523894424,0.0194593680510172,-2.15920604372637
"31432",3.02093942307692,-1.27720118343195,3.72971876342727,0.00225532298440734,0.0194843316816764,-2.16117096521848
"23853",1.23974326923077,-0.0062189349112426,3.7296947891604,0.00225542974934153,0.0194843316816764,-2.16121851154004
"32616",1.00105673076923,-0.376050295857988,3.72686204528381,0.00226808097265967,0.0195334523221516,-2.16683649076125
"858",3.53452692307692,-3.16931656804734,3.72630652253329,0.00227057039627789,0.0195493227337331,-2.16793822302578
"19820",1.46545384615385,0.0365207100591716,3.72305969539468,0.00228517564970305,0.019646823622441,-2.17437746615839
"6483",1.237375,-0.193923076923077,3.72121497984657,0.00229351613347544,0.0197076430274949,-2.17803599798535
"23781",1.22271057692308,0.245508875739645,3.71953283532714,0.00230114847183837,0.0197476717013704,-2.18137211930964
"19700",2.631525,-1.41396153846154,3.71927068967452,0.00230234021211582,0.0197518580422897,-2.18189202163461
"22349",1.17811826923077,-0.300180473372781,3.70588785167589,0.00236401806244692,0.0201367484508429,-2.20843381106446
"19693",2.54660096153846,-1.58879289940828,3.70398177293487,0.0023729378083573,0.0201983611742406,-2.21221409808043
"23884",1.00665961538462,-0.179198224852071,3.7006866753955,0.0023884381201982,0.0203014415000239,-2.21874919993865
"37689",2.81931634615385,-0.325710059171597,3.695490206337,0.00241309121029909,0.0204432808523547,-2.22905524888711
"33679",1.45299230769231,-0.730772189349112,3.69281565790447,0.00242588007707027,0.0204972234269156,-2.23435961673642
"10667",1.14723557692308,-0.245991124260355,3.69273423695849,0.00242627048146978,0.0204972234269156,-2.23452109681493
"9791",2.76575673076923,-0.210627218934911,3.69272716109724,0.00242630441244321,0.0204972234269156,-2.23453513018905
"20883",1.20191057692308,-0.275914201183432,3.69073252788377,0.00243588848499482,0.020567250021901,-2.23849103222472
